CYBB ,-4.681042,-4.825343,-4.814937,-4.403377,-2.91152,-1.743505,-0.868364,-0.1640391,0.3708308,0.7778132,1.150272,other
CYFIP2 ,-0.6664649,-0.5182585,-0.3188502,-0.08156897,-0.1563925,-0.51536,-0.3723101,0.2216014,0.8844084,1.558836,2.261585,AD
CYP11B1 ,-1.778037,-1.304785,-0.9205639,-0.6543267,-0.23568,0.2557704,0.3765695,0.5321057,0.7865994,1.07286,1.472637,other
CYP1B1 ,-2.793411,-1.80239,-0.9579701,-0.4451125,-0.3931887,-0.4313866,-0.1194512,0.4149879,0.665716,0.7379883,0.9164173,other
CYP27A1 ,-1.020538,-0.9413358,-1.003693,-1.346219,-2.088074,-2.24212,-0.9845545,0.05373887,0.6040541,0.8027005,0.8760806,AR
CYP27B1 ,-2.10624,-1.312139,-0.7089056,-0.3418174,-0.2595672,-0.2874087,-0.1842755,0.3374555,0.5777321,0.8223199,1.130477,AR
CYP2U1 ,-4.530359,-4.64764,-4.58733,-3.209672,-1.527582,-0.4387504,0.3385161,1.046745,1.007738,0.9222462,0.9685111,AR
CYP4F22 ,-2.374039,-1.492861,-0.8259392,-0.6051597,-0.8221826,-1.244745,-0.5665066,0.6287656,0.9646042,1.241442,1.623729,AR
CYP4V2 ,-1.886294,-1.122137,-0.482502,-0.09207614,-0.2211338,-0.488719,-0.2145697,-0.03718642,0.2913176,0.612103,0.8126608,AR
DCTN1 ,-0.8119371,-0.539488,-0.2201125,0.09826064,-0.1194615,-1.070508,-1.843892,-0.5106725,0.7033497,1.862565,3.020579,AD
DDC ,-4.260859,-4.450871,-4.596252,-3.354295,-1.747878,-0.4127245,0.2869751,0.670235,0.5936225,0.4964816,0.6033298,AR
DEAF1 ,-1.688949,-1.224388,-0.7918703,-0.3652369,-0.1059009,0.07700688,0.3520276,1.035807,2.213632,3.659506,4.884668,other
DES ,-1.148446,-0.6263161,-0.1030474,-0.1935002,-0.4479486,-0.4637979,-0.4287927,-0.2708474,0.2869946,0.6972404,0.8905555,other
DHCR7 ,-1.457566,-0.9927569,-0.5770124,-0.2767432,-0.04194376,0.3569502,0.9626121,0.896479,0.8465108,1.088818,1.49428,AR
DICER1 ,-1.305095,-1.368368,-1.618956,-1.788294,-1.136391,-0.6635479,-0.1576858,0.8752391,1.211597,1.233605,1.333999,AD
DKC1 ,-1.17031,-0.5856977,-0.03960646,0.05718988,-0.144285,0.1036476,0.29178,0.1467571,-0.09127917,0.107041,0.5422391,other
DLL4 ,-4.334892,-4.642123,-4.695545,-3.348023,-1.78131,-0.8643507,-0.3675967,0.2110624,1.307095,2.823064,4.474343,AD
DNAH11 ,-0.827191,-0.7021199,-0.4731395,-0.297926,-0.2350143,0.0828365,0.5218751,0.7735274,0.9146489,1.145456,1.484235,other
DNAH5 ,-0.8351065,-0.6722523,-0.6992762,-1.092424,-1.85156,-1.354844,-0.5786961,-0.02763601,0.3571414,0.6315726,0.8524526,other
